,Fungal infection,Allergy,GERD,Chronic cholestasis,Drug Reaction,Peptic ulcer diseae,AIDS,Diabetes ,Gastroenteritis,Bronchial Asthma,Hypertension ,Migraine,Cervical spondylosis,Paralysis (brain hemorrhage),Jaundice,Malaria,Chicken pox,Dengue,Typhoid,hepatitis A,Hepatitis B,Hepatitis C,Hepatitis D,Hepatitis E,Alcoholic hepatitis,Tuberculosis,Common Cold,Pneumonia,Dimorphic hemmorhoids(piles),Heart attack,Varicose veins,Hypothyroidism,Hyperthyroidism,Hypoglycemia,Osteoarthristis,Arthritis,(vertigo) Paroymsal  Positional Vertigo,Acne,Urinary tract infection,Psoriasis,Impetigo
464,,,ulcers_on_tongue,yellowish_skin,burning_micturition,loss_of_appetite,,irregular_sugar_level,,high_fever,dizziness,headache,weakness_in_limbs,,itching,chills,red_spots_over_body,headache,constipation,loss_of_appetite,dark_urine,nausea,fatigue,joint_pain,abdominal_pain,loss_of_appetite,sinus_pressure,sweating,irritation_in_anus,,cramps,fatigue,diarrhoea,nausea,knee_pain,painful_walking,nausea,,,skin_peeling,high_fever
465,,,vomiting,nausea,spotting_ urination,abdominal_pain,,blurred_and_distorted_vision,,breathlessness,loss_of_balance,blurred_and_distorted_vision,neck_pain,,vomiting,vomiting,itching,nausea,abdominal_pain,abdominal_pain,loss_of_appetite,loss_of_appetite,yellowish_skin,vomiting,swelling_of_stomach,mild_fever,runny_nose,malaise,constipation,,bruising,weight_gain,fast_heart_rate,blurred_and_distorted_vision,hip_joint_pain,muscle_weakness,spinning_movements,,,silver_like_dusting,blister
466,,,cough,loss_of_appetite,itching,passage_of_gases,,obesity,,family_history,lack_of_concentration,excessive_hunger,dizziness,,fatigue,high_fever,skin_rash,loss_of_appetite,diarrhoea,diarrhoea,abdominal_pain,yellowing_of_eyes,dark_urine,fatigue,distention_of_abdomen,yellowing_of_eyes,congestion,phlegm,pain_during_bowel_movements,,obesity,cold_hands_and_feets,excessive_hunger,excessive_hunger,swelling_joints,stiff_neck,loss_of_balance,,,small_dents_in_nails,red_sore_around_nose
467,,,chest_pain,abdominal_pain,skin_rash,internal_itching,,excessive_hunger,,mucoid_sputum,headache,stiff_neck,loss_of_balance,,weight_loss,sweating,fatigue,pain_behind_the_eyes,belly_pain,mild_fever,yellow_urine,family_history,nausea,high_fever,history_of_alcohol_consumption,swelled_lymph_nodes,chest_pain,chest_pain,pain_in_anal_region,,swollen_legs,mood_swings,muscle_weakness,drying_and_tingling_lips,painful_walking,swelling_joints,unsteadiness,,,inflammatory_nails,yellow_crust_ooze
468,,,stomach_pain,yellowing_of_eyes,stomach_pain,vomiting,,increased_appetite,,fatigue,chest_pain,irritability,back_pain,,high_fever,headache,lethargy,back_pain,chills,yellowing_of_eyes,yellowing_of_eyes,fatigue,abdominal_pain,yellowish_skin,fluid_overload,malaise,loss_of_smell,fast_heart_rate,bloody_stool,,swollen_blood_vessels,lethargy,irritability,slurred_speech,joint_pain,movement_stiffness,vomiting,,,skin_rash,skin_rash
469,,,acidity,itching,burning_micturition,indigestion,,polyuria,,cough,dizziness,visual_disturbances,weakness_in_limbs,,yellowish_skin,nausea,high_fever,malaise,vomiting,muscle_pain,malaise,yellowish_skin,yellowing_of_eyes,nausea,vomiting,phlegm,muscle_pain,rusty_sputum,irritation_in_anus,,prominent_veins_on_calf,puffy_face_and_eyes,abnormal_menstruation,irritability,neck_pain,painful_walking,headache,,,joint_pain,high_fever
470,,,ulcers_on_tongue,vomiting,spotting_ urination,loss_of_appetite,,fatigue,,high_fever,loss_of_balance,acidity,neck_pain,,dark_urine,diarrhoea,loss_of_appetite,muscle_pain,fatigue,joint_pain,receiving_blood_transfusion,nausea,joint_pain,loss_of_appetite,yellowish_skin,chest_pain,continuous_sneezing,chills,constipation,,fatigue,enlarged_thyroid,fatigue,palpitations,knee_pain,muscle_weakness,nausea,,,skin_peeling,blister
471,,,vomiting,yellowish_skin,itching,abdominal_pain,,weight_loss,,breathlessness,lack_of_concentration,indigestion,dizziness,,abdominal_pain,muscle_pain,mild_fever,red_spots_over_body,high_fever,vomiting,receiving_unsterile_injections,loss_of_appetite,vomiting,abdominal_pain,abdominal_pain,blood_in_sputum,chills,fatigue,pain_during_bowel_movements,,cramps,brittle_nails,mood_swings,vomiting,hip_joint_pain,stiff_neck,spinning_movements,,,silver_like_dusting,red_sore_around_nose
472,,,cough,nausea,skin_rash,passage_of_gases,,restlessness,,family_history,headache,headache,loss_of_balance,,itching,chills,swelled_lymph_nodes,skin_rash,headache,yellowish_skin,fatigue,yellowing_of_eyes,fatigue,yellowing_of_eyes,swelling_of_stomach,chills,fatigue,cough,pain_in_anal_region,,bruising,swollen_extremeties,weight_loss,fatigue,swelling_joints,swelling_joints,loss_of_balance,,,small_dents_in_nails,yellow_crust_ooze
473,,,chest_pain,loss_of_appetite,stomach_pain,internal_itching,,lethargy,,mucoid_sputum,chest_pain,blurred_and_distorted_vision,back_pain,,vomiting,vomiting,malaise,chills,nausea,dark_urine,lethargy,family_history,yellowish_skin,acute_liver_failure,distention_of_abdomen,vomiting,cough,breathlessness,bloody_stool,,obesity,depression,restlessness,anxiety,painful_walking,movement_stiffness,unsteadiness,,,inflammatory_nails,skin_rash
474,,,stomach_pain,abdominal_pain,burning_micturition,vomiting,,irregular_sugar_level,,fatigue,dizziness,excessive_hunger,weakness_in_limbs,,fatigue,high_fever,red_spots_over_body,vomiting,constipation,loss_of_appetite,yellowish_skin,fatigue,dark_urine,coma,history_of_alcohol_consumption,fatigue,high_fever,sweating,irritation_in_anus,,swollen_legs,irritability,diarrhoea,sweating,joint_pain,painful_walking,vomiting,,,skin_rash,high_fever
475,,,acidity,yellowing_of_eyes,spotting_ urination,indigestion,,blurred_and_distorted_vision,,cough,loss_of_balance,stiff_neck,neck_pain,,weight_loss,sweating,itching,fatigue,abdominal_pain,abdominal_pain,dark_urine,yellowish_skin,nausea,stomach_bleeding,fluid_overload,weight_loss,headache,malaise,constipation,,swollen_blood_vessels,abnormal_menstruation,fast_heart_rate,headache,neck_pain,muscle_weakness,headache,,,joint_pain,blister
476,,,ulcers_on_tongue,itching,itching,loss_of_appetite,,obesity,,high_fever,lack_of_concentration,depression,dizziness,,high_fever,headache,skin_rash,high_fever,diarrhoea,diarrhoea,loss_of_appetite,nausea,loss_of_appetite,joint_pain,vomiting,cough,swelled_lymph_nodes,phlegm,pain_during_bowel_movements,,prominent_veins_on_calf,fatigue,excessive_hunger,nausea,knee_pain,stiff_neck,nausea,,,skin_peeling,red_sore_around_nose
477,,,vomiting,vomiting,skin_rash,abdominal_pain,,excessive_hunger,,breathlessness,headache,visual_disturbances,loss_of_balance,,yellowish_skin,nausea,fatigue,headache,toxic_look_(typhos),mild_fever,abdominal_pain,loss_of_appetite,yellowing_of_eyes,vomiting,yellowish_skin,high_fever,phlegm,chest_pain,pain_in_anal_region,,fatigue,weight_gain,muscle_weakness,blurred_and_distorted_vision,hip_joint_pain,swelling_joints,spinning_movements,,,silver_like_dusting,yellow_crust_ooze
478,,,cough,yellowish_skin,stomach_pain,passage_of_gases,,increased_appetite,,family_history,chest_pain,acidity,back_pain,,dark_urine,diarrhoea,lethargy,nausea,chills,yellowing_of_eyes,yellow_urine,yellowing_of_eyes,joint_pain,fatigue,abdominal_pain,breathlessness,throat_irritation,fast_heart_rate,bloody_stool,,cramps,cold_hands_and_feets,irritability,excessive_hunger,swelling_joints,movement_stiffness,loss_of_balance,,,small_dents_in_nails,skin_rash
479,,,chest_pain,nausea,burning_micturition,internal_itching,,polyuria,,mucoid_sputum,dizziness,indigestion,weakness_in_limbs,,abdominal_pain,muscle_pain,high_fever,loss_of_appetite,vomiting,muscle_pain,yellowing_of_eyes,family_history,vomiting,high_fever,swelling_of_stomach,sweating,redness_of_eyes,rusty_sputum,irritation_in_anus,,bruising,mood_swings,abnormal_menstruation,drying_and_tingling_lips,painful_walking,painful_walking,unsteadiness,,,inflammatory_nails,high_fever
480,,,stomach_pain,loss_of_appetite,spotting_ urination,vomiting,,weight_loss,,fatigue,loss_of_balance,headache,neck_pain,,itching,chills,headache,pain_behind_the_eyes,fatigue,joint_pain,malaise,fatigue,fatigue,yellowish_skin,distention_of_abdomen,loss_of_appetite,sinus_pressure,chills,constipation,,obesity,lethargy,fatigue,slurred_speech,joint_pain,muscle_weakness,vomiting,,,skin_rash,blister
481,,,acidity,abdominal_pain,itching,indigestion,,restlessness,,cough,lack_of_concentration,blurred_and_distorted_vision,dizziness,,vomiting,vomiting,mild_fever,back_pain,high_fever,vomiting,receiving_blood_transfusion,yellowish_skin,yellowish_skin,dark_urine,history_of_alcohol_consumption,mild_fever,runny_nose,fatigue,pain_during_bowel_movements,,swollen_legs,dizziness,mood_swings,irritability,neck_pain,stiff_neck,headache,,,joint_pain,red_sore_around_nose
482,,,ulcers_on_tongue,yellowing_of_eyes,skin_rash,loss_of_appetite,,lethargy,,high_fever,headache,excessive_hunger,loss_of_balance,,fatigue,high_fever,swelled_lymph_nodes,malaise,headache,yellowish_skin,receiving_unsterile_injections,nausea,dark_urine,loss_of_appetite,fluid_overload,yellowing_of_eyes,congestion,cough,pain_in_anal_region,,swollen_blood_vessels,enlarged_thyroid,weight_loss,palpitations,knee_pain,swelling_joints,nausea,,,skin_peeling,yellow_crust_ooze
483,,,vomiting,itching,stomach_pain,abdominal_pain,,irregular_sugar_level,,breathlessness,chest_pain,stiff_neck,back_pain,,weight_loss,sweating,malaise,muscle_pain,nausea,dark_urine,itching,loss_of_appetite,nausea,abdominal_pain,vomiting,swelled_lymph_nodes,chest_pain,high_fever,bloody_stool,,prominent_veins_on_calf,brittle_nails,restlessness,fatigue,hip_joint_pain,movement_stiffness,spinning_movements,,,silver_like_dusting,skin_rash
484,,,cough,vomiting,burning_micturition,passage_of_gases,,blurred_and_distorted_vision,,family_history,dizziness,depression,weakness_in_limbs,,high_fever,headache,red_spots_over_body,red_spots_over_body,constipation,nausea,lethargy,yellowing_of_eyes,loss_of_appetite,yellowing_of_eyes,yellowish_skin,malaise,loss_of_smell,sweating,irritation_in_anus,,fatigue,swollen_extremeties,sweating,anxiety,swelling_joints,painful_walking,loss_of_balance,,,small_dents_in_nails,high_fever
485,,,chest_pain,yellowish_skin,spotting_ urination,internal_itching,,obesity,,mucoid_sputum,loss_of_balance,irritability,neck_pain,,yellowish_skin,nausea,itching,skin_rash,abdominal_pain,abdominal_pain,yellowish_skin,family_history,abdominal_pain,acute_liver_failure,abdominal_pain,phlegm,muscle_pain,malaise,constipation,,cramps,depression,fast_heart_rate,sweating,painful_walking,muscle_weakness,unsteadiness,,,inflammatory_nails,blister
486,,,stomach_pain,nausea,itching,vomiting,,excessive_hunger,,fatigue,lack_of_concentration,acidity,dizziness,,dark_urine,diarrhoea,skin_rash,chills,diarrhoea,diarrhoea,dark_urine,fatigue,joint_pain,coma,swelling_of_stomach,chest_pain,continuous_sneezing,phlegm,pain_during_bowel_movements,,bruising,irritability,excessive_hunger,headache,joint_pain,stiff_neck,vomiting,,,skin_rash,red_sore_around_nose
487,,,acidity,loss_of_appetite,skin_rash,indigestion,,increased_appetite,,cough,headache,indigestion,loss_of_balance,,abdominal_pain,muscle_pain,fatigue,joint_pain,toxic_look_(typhos),mild_fever,loss_of_appetite,yellowish_skin,vomiting,stomach_bleeding,distention_of_abdomen,blood_in_sputum,chills,chest_pain,pain_in_anal_region,,obesity,abnormal_menstruation,muscle_weakness,nausea,neck_pain,swelling_joints,headache,,,joint_pain,yellow_crust_ooze
488,,,ulcers_on_tongue,abdominal_pain,stomach_pain,loss_of_appetite,,polyuria,,high_fever,chest_pain,headache,back_pain,,itching,chills,lethargy,fatigue,belly_pain,yellowing_of_eyes,abdominal_pain,nausea,fatigue,joint_pain,history_of_alcohol_consumption,vomiting,fatigue,fast_heart_rate,bloody_stool,,swollen_legs,fatigue,irritability,blurred_and_distorted_vision,knee_pain,movement_stiffness,nausea,,,skin_peeling,skin_rash
489,,,vomiting,yellowing_of_eyes,burning_micturition,abdominal_pain,,fatigue,,breathlessness,dizziness,blurred_and_distorted_vision,weakness_in_limbs,,vomiting,vomiting,high_fever,high_fever,chills,muscle_pain,yellow_urine,loss_of_appetite,yellowish_skin,vomiting,fluid_overload,fatigue,cough,rusty_sputum,irritation_in_anus,,swollen_blood_vessels,weight_gain,abnormal_menstruation,excessive_hunger,hip_joint_pain,painful_walking,spinning_movements,,,silver_like_dusting,high_fever
490,,,cough,itching,spotting_ urination,passage_of_gases,,restlessness,,family_history,loss_of_balance,excessive_hunger,neck_pain,,fatigue,high_fever,headache,headache,vomiting,joint_pain,yellowing_of_eyes,yellowing_of_eyes,dark_urine,fatigue,vomiting,weight_loss,high_fever,chills,constipation,,prominent_veins_on_calf,cold_hands_and_feets,fatigue,drying_and_tingling_lips,swelling_joints,muscle_weakness,loss_of_balance,,,small_dents_in_nails,blister
491,,,chest_pain,vomiting,itching,internal_itching,,lethargy,,mucoid_sputum,lack_of_concentration,stiff_neck,dizziness,,weight_loss,sweating,loss_of_appetite,nausea,fatigue,vomiting,malaise,family_history,nausea,high_fever,yellowish_skin,cough,headache,fatigue,pain_during_bowel_movements,,fatigue,mood_swings,mood_swings,slurred_speech,painful_walking,stiff_neck,unsteadiness,,,inflammatory_nails,red_sore_around_nose
492,,,stomach_pain,yellowish_skin,skin_rash,vomiting,,irregular_sugar_level,,fatigue,headache,depression,loss_of_balance,,high_fever,headache,swelled_lymph_nodes,loss_of_appetite,high_fever,yellowish_skin,receiving_blood_transfusion,fatigue,loss_of_appetite,yellowish_skin,abdominal_pain,high_fever,swelled_lymph_nodes,cough,pain_in_anal_region,,cramps,lethargy,weight_loss,irritability,joint_pain,swelling_joints,vomiting,,,skin_rash,yellow_crust_ooze
493,,,acidity,nausea,stomach_pain,indigestion,,blurred_and_distorted_vision,,cough,chest_pain,irritability,back_pain,,yellowish_skin,nausea,malaise,pain_behind_the_eyes,headache,dark_urine,receiving_unsterile_injections,yellowish_skin,abdominal_pain,dark_urine,swelling_of_stomach,breathlessness,malaise,high_fever,bloody_stool,,bruising,dizziness,restlessness,palpitations,neck_pain,movement_stiffness,headache,,,joint_pain,skin_rash
494,,,ulcers_on_tongue,loss_of_appetite,burning_micturition,loss_of_appetite,,obesity,,high_fever,dizziness,visual_disturbances,weakness_in_limbs,,dark_urine,diarrhoea,red_spots_over_body,back_pain,nausea,nausea,itching,nausea,yellowing_of_eyes,nausea,distention_of_abdomen,sweating,phlegm,breathlessness,irritation_in_anus,,obesity,puffy_face_and_eyes,sweating,vomiting,knee_pain,painful_walking,nausea,,,skin_peeling,high_fever
495,,,vomiting,abdominal_pain,spotting_ urination,abdominal_pain,,excessive_hunger,,breathlessness,loss_of_balance,acidity,neck_pain,,abdominal_pain,muscle_pain,itching,malaise,constipation,loss_of_appetite,fatigue,loss_of_appetite,joint_pain,loss_of_appetite,history_of_alcohol_consumption,loss_of_appetite,throat_irritation,malaise,constipation,,swollen_legs,enlarged_thyroid,diarrhoea,anxiety,hip_joint_pain,muscle_weakness,spinning_movements,,,silver_like_dusting,blister
496,,,cough,yellowing_of_eyes,itching,passage_of_gases,,increased_appetite,,family_history,lack_of_concentration,indigestion,dizziness,,itching,chills,skin_rash,muscle_pain,abdominal_pain,diarrhoea,yellowish_skin,yellowing_of_eyes,vomiting,abdominal_pain,fluid_overload,mild_fever,redness_of_eyes,phlegm,pain_during_bowel_movements,,swollen_blood_vessels,brittle_nails,excessive_hunger,sweating,swelling_joints,stiff_neck,loss_of_balance,,,small_dents_in_nails,red_sore_around_nose
497,,,chest_pain,itching,skin_rash,internal_itching,,polyuria,,mucoid_sputum,headache,headache,loss_of_balance,,vomiting,vomiting,fatigue,red_spots_over_body,diarrhoea,mild_fever,dark_urine,family_history,fatigue,yellowing_of_eyes,vomiting,yellowing_of_eyes,sinus_pressure,chest_pain,pain_in_anal_region,,prominent_veins_on_calf,swollen_extremeties,muscle_weakness,headache,painful_walking,swelling_joints,unsteadiness,,,inflammatory_nails,yellow_crust_ooze
498,,,stomach_pain,vomiting,stomach_pain,vomiting,,fatigue,,fatigue,chest_pain,blurred_and_distorted_vision,back_pain,,fatigue,high_fever,lethargy,skin_rash,toxic_look_(typhos),yellowing_of_eyes,loss_of_appetite,fatigue,yellowish_skin,coma,yellowish_skin,swelled_lymph_nodes,runny_nose,fast_heart_rate,bloody_stool,,fatigue,depression,irritability,nausea,joint_pain,movement_stiffness,vomiting,,,skin_rash,skin_rash
499,,,acidity,yellowish_skin,burning_micturition,indigestion,,weight_loss,,cough,dizziness,excessive_hunger,weakness_in_limbs,,weight_loss,sweating,high_fever,chills,belly_pain,muscle_pain,abdominal_pain,yellowish_skin,dark_urine,stomach_bleeding,abdominal_pain,malaise,congestion,rusty_sputum,irritation_in_anus,,cramps,irritability,abnormal_menstruation,blurred_and_distorted_vision,neck_pain,painful_walking,headache,,,joint_pain,high_fever
500,,,ulcers_on_tongue,nausea,spotting_ urination,loss_of_appetite,,lethargy,,high_fever,loss_of_balance,stiff_neck,neck_pain,,high_fever,headache,headache,joint_pain,chills,joint_pain,yellow_urine,nausea,nausea,joint_pain,swelling_of_stomach,phlegm,chest_pain,chills,constipation,,bruising,abnormal_menstruation,fatigue,excessive_hunger,knee_pain,muscle_weakness,nausea,,,skin_peeling,blister
501,,,vomiting,loss_of_appetite,itching,abdominal_pain,,irregular_sugar_level,,breathlessness,lack_of_concentration,depression,dizziness,,yellowish_skin,nausea,loss_of_appetite,vomiting,fatigue,vomiting,yellowing_of_eyes,loss_of_appetite,loss_of_appetite,vomiting,distention_of_abdomen,chest_pain,loss_of_smell,fatigue,pain_during_bowel_movements,,obesity,fatigue,mood_swings,drying_and_tingling_lips,hip_joint_pain,stiff_neck,spinning_movements,,,silver_like_dusting,red_sore_around_nose
502,,,cough,abdominal_pain,skin_rash,passage_of_gases,,blurred_and_distorted_vision,,family_history,headache,irritability,loss_of_balance,,dark_urine,diarrhoea,mild_fever,high_fever,high_fever,yellowish_skin,malaise,yellowing_of_eyes,abdominal_pain,fatigue,history_of_alcohol_consumption,blood_in_sputum,muscle_pain,cough,pain_in_anal_region,,swollen_legs,weight_gain,weight_loss,slurred_speech,swelling_joints,swelling_joints,loss_of_balance,,,small_dents_in_nails,yellow_crust_ooze
503,,,chest_pain,yellowing_of_eyes,stomach_pain,internal_itching,,obesity,,mucoid_sputum,chest_pain,visual_disturbances,back_pain,,abdominal_pain,muscle_pain,malaise,headache,headache,dark_urine,receiving_blood_transfusion,family_history,yellowing_of_eyes,high_fever,fluid_overload,chills,continuous_sneezing,high_fever,bloody_stool,,swollen_blood_vessels,cold_hands_and_feets,restlessness,irritability,painful_walking,movement_stiffness,unsteadiness,,,inflammatory_nails,skin_rash
504,,,stomach_pain,itching,burning_micturition,vomiting,,excessive_hunger,,fatigue,dizziness,acidity,weakness_in_limbs,,itching,chills,red_spots_over_body,nausea,nausea,nausea,receiving_unsterile_injections,fatigue,joint_pain,yellowish_skin,vomiting,fatigue,chills,breathlessness,irritation_in_anus,,prominent_veins_on_calf,mood_swings,sweating,palpitations,joint_pain,painful_walking,vomiting,,,skin_rash,high_fever
505,,,acidity,vomiting,spotting_ urination,indigestion,,increased_appetite,,cough,loss_of_balance,indigestion,neck_pain,,vomiting,vomiting,itching,loss_of_appetite,constipation,loss_of_appetite,itching,yellowish_skin,vomiting,dark_urine,yellowish_skin,weight_loss,fatigue,sweating,constipation,,fatigue,lethargy,diarrhoea,vomiting,neck_pain,muscle_weakness,headache,,,joint_pain,blister
506,,,ulcers_on_tongue,yellowish_skin,itching,loss_of_appetite,,polyuria,,high_fever,lack_of_concentration,headache,dizziness,,fatigue,high_fever,skin_rash,pain_behind_the_eyes,abdominal_pain,abdominal_pain,fatigue,nausea,fatigue,nausea,abdominal_pain,cough,cough,phlegm,pain_during_bowel_movements,,cramps,dizziness,fast_heart_rate,fatigue,knee_pain,stiff_neck,nausea,,,skin_peeling,red_sore_around_nose
507,,,vomiting,nausea,skin_rash,abdominal_pain,,fatigue,,breathlessness,headache,blurred_and_distorted_vision,loss_of_balance,,weight_loss,sweating,fatigue,back_pain,diarrhoea,mild_fever,lethargy,loss_of_appetite,yellowish_skin,loss_of_appetite,swelling_of_stomach,high_fever,high_fever,chest_pain,pain_in_anal_region,,bruising,puffy_face_and_eyes,muscle_weakness,sweating,hip_joint_pain,swelling_joints,spinning_movements,,,silver_like_dusting,yellow_crust_ooze
508,,,cough,loss_of_appetite,stomach_pain,passage_of_gases,,weight_loss,,family_history,chest_pain,excessive_hunger,back_pain,,high_fever,headache,lethargy,malaise,toxic_look_(typhos),yellowing_of_eyes,dark_urine,yellowing_of_eyes,dark_urine,abdominal_pain,distention_of_abdomen,breathlessness,headache,fast_heart_rate,bloody_stool,,obesity,enlarged_thyroid,irritability,headache,swelling_joints,movement_stiffness,loss_of_balance,,,small_dents_in_nails,skin_rash
509,,,chest_pain,abdominal_pain,burning_micturition,internal_itching,,restlessness,,mucoid_sputum,dizziness,stiff_neck,weakness_in_limbs,,yellowish_skin,nausea,high_fever,muscle_pain,belly_pain,muscle_pain,loss_of_appetite,family_history,nausea,yellowing_of_eyes,history_of_alcohol_consumption,sweating,swelled_lymph_nodes,rusty_sputum,irritation_in_anus,,swollen_legs,brittle_nails,abnormal_menstruation,nausea,painful_walking,painful_walking,unsteadiness,,,inflammatory_nails,high_fever
510,,,stomach_pain,yellowing_of_eyes,spotting_ urination,vomiting,,irregular_sugar_level,,fatigue,loss_of_balance,depression,neck_pain,,dark_urine,diarrhoea,headache,red_spots_over_body,chills,joint_pain,abdominal_pain,fatigue,loss_of_appetite,acute_liver_failure,fluid_overload,loss_of_appetite,malaise,chills,constipation,,swollen_blood_vessels,swollen_extremeties,fatigue,blurred_and_distorted_vision,joint_pain,muscle_weakness,vomiting,,,skin_rash,blister
511,,,acidity,itching,itching,indigestion,,blurred_and_distorted_vision,,cough,lack_of_concentration,irritability,dizziness,,abdominal_pain,muscle_pain,loss_of_appetite,skin_rash,vomiting,vomiting,yellow_urine,yellowish_skin,abdominal_pain,coma,vomiting,mild_fever,phlegm,fatigue,pain_during_bowel_movements,,prominent_veins_on_calf,depression,mood_swings,excessive_hunger,neck_pain,stiff_neck,headache,,,joint_pain,red_sore_around_nose
512,,,ulcers_on_tongue,vomiting,skin_rash,loss_of_appetite,,obesity,,high_fever,headache,visual_disturbances,loss_of_balance,,itching,chills,mild_fever,chills,fatigue,yellowish_skin,yellowing_of_eyes,nausea,yellowing_of_eyes,stomach_bleeding,yellowish_skin,yellowing_of_eyes,throat_irritation,cough,pain_in_anal_region,,fatigue,irritability,weight_loss,drying_and_tingling_lips,knee_pain,swelling_joints,nausea,,,skin_peeling,yellow_crust_ooze
513,,,vomiting,yellowish_skin,stomach_pain,abdominal_pain,,excessive_hunger,,breathlessness,chest_pain,acidity,back_pain,,vomiting,vomiting,swelled_lymph_nodes,joint_pain,high_fever,dark_urine,malaise,loss_of_appetite,joint_pain,joint_pain,abdominal_pain,swelled_lymph_nodes,redness_of_eyes,high_fever,bloody_stool,,cramps,abnormal_menstruation,restlessness,slurred_speech,hip_joint_pain,movement_stiffness,spinning_movements,,,silver_like_dusting,skin_rash
514,,,cough,nausea,burning_micturition,passage_of_gases,,increased_appetite,,family_history,dizziness,indigestion,weakness_in_limbs,,fatigue,high_fever,malaise,vomiting,nausea,nausea,receiving_blood_transfusion,yellowing_of_eyes,vomiting,vomiting,swelling_of_stomach,malaise,sinus_pressure,breathlessness,irritation_in_anus,,bruising,weight_gain,sweating,irritability,swelling_joints,painful_walking,loss_of_balance,,,small_dents_in_nails,high_fever
515,,,chest_pain,loss_of_appetite,spotting_ urination,internal_itching,,polyuria,,mucoid_sputum,loss_of_balance,headache,neck_pain,,weight_loss,sweating,red_spots_over_body,fatigue,constipation,loss_of_appetite,receiving_unsterile_injections,family_history,fatigue,fatigue,distention_of_abdomen,phlegm,runny_nose,sweating,constipation,,obesity,cold_hands_and_feets,diarrhoea,palpitations,painful_walking,muscle_weakness,unsteadiness,,,inflammatory_nails,blister
516,,,stomach_pain,abdominal_pain,itching,vomiting,,fatigue,,fatigue,lack_of_concentration,blurred_and_distorted_vision,dizziness,,high_fever,headache,skin_rash,headache,abdominal_pain,abdominal_pain,itching,fatigue,yellowish_skin,high_fever,history_of_alcohol_consumption,chest_pain,congestion,malaise,pain_during_bowel_movements,,swollen_legs,mood_swings,fast_heart_rate,vomiting,joint_pain,stiff_neck,vomiting,,,skin_rash,red_sore_around_nose
517,,,acidity,yellowing_of_eyes,skin_rash,indigestion,,weight_loss,,cough,headache,excessive_hunger,loss_of_balance,,yellowish_skin,nausea,fatigue,nausea,diarrhoea,diarrhoea,fatigue,yellowish_skin,dark_urine,yellowish_skin,fluid_overload,blood_in_sputum,chest_pain,chest_pain,pain_in_anal_region,,swollen_blood_vessels,lethargy,excessive_hunger,fatigue,neck_pain,swelling_joints,headache,,,joint_pain,yellow_crust_ooze
518,,,ulcers_on_tongue,itching,stomach_pain,loss_of_appetite,,restlessness,,high_fever,chest_pain,stiff_neck,back_pain,,dark_urine,diarrhoea,lethargy,loss_of_appetite,toxic_look_(typhos),mild_fever,lethargy,nausea,nausea,dark_urine,vomiting,chills,loss_of_smell,fast_heart_rate,bloody_stool,,prominent_veins_on_calf,dizziness,muscle_weakness,anxiety,knee_pain,movement_stiffness,nausea,,,skin_peeling,skin_rash
519,,,vomiting,vomiting,burning_micturition,abdominal_pain,,lethargy,,breathlessness,dizziness,depression,weakness_in_limbs,,abdominal_pain,muscle_pain,high_fever,pain_behind_the_eyes,belly_pain,yellowing_of_eyes,yellowish_skin,loss_of_appetite,loss_of_appetite,nausea,yellowish_skin,vomiting,muscle_pain,rusty_sputum,irritation_in_anus,,fatigue,puffy_face_and_eyes,irritability,headache,hip_joint_pain,painful_walking,spinning_movements,,,silver_like_dusting,high_fever
520,,,cough,yellowish_skin,spotting_ urination,passage_of_gases,,blurred_and_distorted_vision,,family_history,loss_of_balance,irritability,neck_pain,,itching,chills,headache,back_pain,chills,muscle_pain,loss_of_appetite,yellowing_of_eyes,abdominal_pain,loss_of_appetite,abdominal_pain,weight_loss,chills,chills,constipation,,cramps,enlarged_thyroid,abnormal_menstruation,nausea,swelling_joints,muscle_weakness,loss_of_balance,,,small_dents_in_nails,blister
521,,,chest_pain,nausea,itching,internal_itching,,obesity,,mucoid_sputum,lack_of_concentration,visual_disturbances,dizziness,,vomiting,vomiting,loss_of_appetite,malaise,vomiting,joint_pain,abdominal_pain,family_history,yellowing_of_eyes,abdominal_pain,swelling_of_stomach,cough,fatigue,fatigue,pain_during_bowel_movements,,bruising,brittle_nails,fatigue,blurred_and_distorted_vision,painful_walking,stiff_neck,unsteadiness,,,inflammatory_nails,red_sore_around_nose
522,,,stomach_pain,loss_of_appetite,skin_rash,vomiting,,excessive_hunger,,fatigue,headache,acidity,loss_of_balance,,fatigue,high_fever,mild_fever,muscle_pain,fatigue,vomiting,yellow_urine,fatigue,joint_pain,yellowing_of_eyes,distention_of_abdomen,high_fever,cough,cough,pain_in_anal_region,,obesity,swollen_extremeties,mood_swings,excessive_hunger,joint_pain,swelling_joints,vomiting,,,skin_rash,yellow_crust_ooze
523,,,acidity,abdominal_pain,stomach_pain,indigestion,,increased_appetite,,cough,chest_pain,indigestion,back_pain,,weight_loss,sweating,swelled_lymph_nodes,red_spots_over_body,high_fever,yellowish_skin,yellowing_of_eyes,yellowish_skin,vomiting,acute_liver_failure,history_of_alcohol_consumption,breathlessness,high_fever,high_fever,bloody_stool,,swollen_legs,depression,weight_loss,drying_and_tingling_lips,neck_pain,movement_stiffness,headache,,,joint_pain,skin_rash
